"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CD81",0,0.444516351154587,0.798,0.624,0,"1","CD81"
"PPP1R18",0,0.881200120524868,0.513,0.339,0,"1","PPP1R18"
"STK17A",0,0.581931228788653,0.631,0.458,0,"1","STK17A"
"EMP31",0,0.689633379386593,0.739,0.569,0,"1","EMP3"
"WAS",0,0.679720485962956,0.525,0.355,0,"1","WAS"
"GPSM31",0,0.482456240562062,0.669,0.5,0,"1","GPSM3"
"TNFAIP31",0,0.592868312889615,0.655,0.487,0,"1","TNFAIP3"
"STK41",0,0.516686777317501,0.754,0.586,0,"1","STK4"
"LIMD21",0,0.330264311285411,0.69,0.522,0,"1","LIMD2"
"RNF213",0,0.666287782529672,0.657,0.494,0,"1","RNF213"
"RAP1B",0,0.731847276507636,0.764,0.603,0,"1","RAP1B"
"CCND31",0,0.601629299179747,0.661,0.501,0,"1","CCND3"
"PPP1CA",0,0.853010439740623,0.626,0.466,0,"1","PPP1CA"
"MSN",0,0.654097755550978,0.721,0.562,0,"1","MSN"
"IRF1",0,0.564367167846158,0.639,0.483,0,"1","IRF1"
"ALOX5AP",0,0.475098419678131,0.52,0.364,0,"1","ALOX5AP"
"RESF1",0,0.746756537039767,0.566,0.412,0,"1","RESF1"
"PTP4A2",0,0.739343164030792,0.679,0.528,0,"1","PTP4A2"
"AHNAK",0,0.533501227176402,0.716,0.565,0,"1","AHNAK"
"GYPC1",0,0.536848899865305,0.604,0.453,0,"1","GYPC"
"CCNH",0,0.670667452907578,0.553,0.405,0,"1","CCNH"
"PSMB10",0,0.763899269002025,0.53,0.382,0,"1","PSMB10"
"LEPROTL11",0,0.51106312594864,0.614,0.466,0,"1","LEPROTL1"
"TERF2IP",0,0.778017765602915,0.611,0.463,0,"1","TERF2IP"
"KLF13",0,0.784145067685437,0.513,0.366,0,"1","KLF13"
"VAMP21",0,0.673622538143599,0.672,0.525,0,"1","VAMP2"
"UCP21",0,0.447792049218596,0.59,0.443,0,"1","UCP2"
"SH3KBP1",0,0.709436089411447,0.51,0.365,0,"1","SH3KBP1"
"LY6E",0,0.463191039397674,0.678,0.535,0,"1","LY6E"
"PSME11",0,0.688689874128495,0.829,0.687,0,"1","PSME1"
"ANKRD441",0,0.418581077063827,0.547,0.406,0,"1","ANKRD44"
"CELF21",0,0.368183718792776,0.638,0.498,0,"1","CELF2"
"GUK1",0,0.553574146241529,0.747,0.608,0,"1","GUK1"
"PSMB8",0,0.702757532910817,0.606,0.467,0,"1","PSMB8"
"TLE51",0,0.620993083727325,0.667,0.533,0,"1","TLE5"
"LBH",0,0.515222348024216,0.511,0.379,0,"1","LBH"
"GSTK11",0,0.552310695285644,0.68,0.548,0,"1","GSTK1"
"CDC42SE21",0,0.605948570738094,0.514,0.387,0,"1","CDC42SE2"
"ARF6",0,0.594374056181045,0.608,0.481,0,"1","ARF6"
"FNBP1",0,0.57492276675311,0.537,0.411,0,"1","FNBP1"
"ARL6IP51",0,0.562756598875828,0.733,0.611,0,"1","ARL6IP5"
"PSME2",0,0.602204142568925,0.601,0.479,0,"1","PSME2"
"MYL12B",0,0.573550916743816,0.865,0.743,0,"1","MYL12B"
"SUB1",0,0.594822990152388,0.783,0.662,0,"1","SUB1"
"PRMT21",0,0.627499750807004,0.532,0.412,0,"1","PRMT2"
"SH3BGRL3",0,0.923331599251769,0.949,0.83,0,"1","SH3BGRL3"
"MYH9",0,0.555796661278638,0.747,0.628,0,"1","MYH9"
"CLIC1",0,0.54729312286609,0.799,0.681,0,"1","CLIC1"
"SEPTIN7",0,0.533949093604247,0.612,0.495,0,"1","SEPTIN7"
"ZFP36L21",0,0.755989801868435,0.95,0.834,0,"1","ZFP36L2"
"CYBA",0,0.489892023351953,0.918,0.802,0,"1","CYBA"
"SRSF7",0,0.566899709795485,0.767,0.652,0,"1","SRSF7"
"C9orf781",0,0.647992595585769,0.509,0.394,0,"1","C9orf78"
"PPDPF1",0,0.423071277999748,0.844,0.729,0,"1","PPDPF"
"PNRC11",0,0.425243213580639,0.91,0.796,0,"1","PNRC1"
"CALM1",0,0.723518298963237,0.96,0.846,0,"1","CALM1"
"DHRS7",0,0.591747447403427,0.525,0.412,0,"1","DHRS7"
"ARPC2",0,0.57094994238239,0.871,0.758,0,"1","ARPC2"
"TRAPPC1",0,0.579243502850061,0.545,0.433,0,"1","TRAPPC1"
"TMEM50A",0,0.583907945313349,0.572,0.462,0,"1","TMEM50A"
"EML41",0,0.508356476663912,0.536,0.428,0,"1","EML4"
"SEPTIN91",0,0.475057222890804,0.527,0.419,0,"1","SEPTIN9"
"TSC22D31",0,0.456438815981365,0.892,0.784,0,"1","TSC22D3"
"MT-ATP81",0,0.427018128444779,0.784,0.676,0,"1","MT-ATP8"
"HMGB2",0,0.444935503290252,0.515,0.408,0,"1","HMGB2"
"IFITM2",0,0.48492940696614,0.825,0.718,0,"1","IFITM2"
"C12orf571",0,0.311952051964131,0.735,0.629,0,"1","C12orf57"
"PPIB",0,0.387645982268046,0.756,0.651,0,"1","PPIB"
"CNN21",0,0.529260147674092,0.539,0.436,0,"1","CNN2"
"TAF101",0,0.481148961720627,0.587,0.484,0,"1","TAF10"
"BTG11",0,0.420488215415151,0.982,0.879,0,"1","BTG1"
"DDX241",0,0.448287941534966,0.737,0.635,0,"1","DDX24"
"HLA-E1",0,0.654753423678064,0.972,0.871,0,"1","HLA-E"
"TLN1",0,0.369965625399378,0.565,0.464,0,"1","TLN1"
"JAK11",0,0.345294277754813,0.734,0.634,0,"1","JAK1"
"RALY",0,0.587712221577616,0.503,0.403,0,"1","RALY"
"CAPZB",0,0.476780071952728,0.69,0.591,0,"1","CAPZB"
"CFLAR",0,0.406420175331198,0.567,0.468,0,"1","CFLAR"
"TPM3",0,0.373566562618013,0.796,0.698,0,"1","TPM3"
"PFN1",0,0.908767811764865,0.946,0.848,0,"1","PFN1"
"MYL12A1",0,0.719125526804608,0.893,0.795,0,"1","MYL12A"
"PGAM1",0,0.503804239560507,0.524,0.427,0,"1","PGAM1"
"HNRNPL1",0,0.505668733279098,0.552,0.455,0,"1","HNRNPL"
"KRTCAP2",0,0.46335137533228,0.624,0.527,0,"1","KRTCAP2"
"PDIA3",0,0.440669210461511,0.659,0.563,0,"1","PDIA3"
"PDCD41",0,0.446441480593276,0.534,0.438,0,"1","PDCD4"
"CAP1",0,0.458584841344017,0.622,0.526,0,"1","CAP1"
"STK17B1",0,0.2807361555524,0.637,0.541,0,"1","STK17B"
"FKBP8",0,0.508929028475779,0.567,0.471,0,"1","FKBP8"
"DDX61",0,0.533176449902987,0.531,0.436,0,"1","DDX6"
"GNAI2",0,0.336452944323895,0.717,0.622,0,"1","GNAI2"
"DAZAP21",0,0.39302317859855,0.73,0.635,0,"1","DAZAP2"
"ZFP36",0,0.406044384884199,0.836,0.741,0,"1","ZFP36"
"ARHGDIA",0,0.520263040862181,0.571,0.478,0,"1","ARHGDIA"
"TRIR1",0,0.496997483000339,0.747,0.654,0,"1","TRIR"
"PRR13",0,0.426873650960921,0.617,0.525,0,"1","PRR13"
"C9orf16",0,0.401157847334808,0.577,0.486,0,"1","C9orf16"
"TMA71",0,0.491852389141932,0.904,0.814,0,"1","TMA7"
"EPC11",0,0.42994290275875,0.559,0.469,0,"1","EPC1"
"RNASEK",0,0.25471512620137,0.657,0.567,0,"1","RNASEK"
"H1FX1",0,0.481957047679008,0.54,0.451,0,"1","H1FX"
"CNBP1",0,0.389934761623338,0.771,0.682,0,"1","CNBP"
"ARPC1B",0,0.365631627600014,0.698,0.609,0,"1","ARPC1B"
"SF3B2",0,0.505002894777316,0.572,0.483,0,"1","SF3B2"
"DRAP1",0,0.483658805111917,0.541,0.453,0,"1","DRAP1"
"IQGAP1",0,0.40217855739803,0.626,0.538,0,"1","IQGAP1"
"LINC015781",0,0.33507080770436,0.522,0.435,0,"1","LINC01578"
"IDS",0,0.441169324826495,0.536,0.449,0,"1","IDS"
"YPEL31",0,0.36041994998586,0.573,0.486,0,"1","YPEL3"
"SNRPD21",0,0.370374907947179,0.757,0.671,0,"1","SNRPD2"
"YWHAB",0,0.38472057989871,0.784,0.699,0,"1","YWHAB"
"HIGD2A1",0,0.442960157659211,0.628,0.543,0,"1","HIGD2A"
"BAX",0,0.571468957615979,0.504,0.42,0,"1","BAX"
"ARL6IP1",0,0.316067683204748,0.569,0.486,0,"1","ARL6IP1"
"CD47",0,0.442540603632824,0.518,0.436,0,"1","CD47"
"YWHAZ",0,0.317185847597761,0.854,0.772,0,"1","YWHAZ"
"CD441",0,0.251589386683164,0.668,0.587,0,"1","CD44"
"YWHAQ",0,0.512000979640928,0.541,0.46,0,"1","YWHAQ"
"MBNL11",0,0.317869829419319,0.723,0.642,0,"1","MBNL1"
"CDC42SE1",0,0.413540070133504,0.502,0.422,0,"1","CDC42SE1"
"TXNIP1",0,0.397931246190165,0.893,0.814,0,"1","TXNIP"
"RSRP1",0,0.410936173900164,0.632,0.553,0,"1","RSRP1"
"CFL1",0,0.638541710716134,0.941,0.862,0,"1","CFL1"
"CIB1",0,0.388353054103836,0.611,0.532,0,"1","CIB1"
"SSR21",0,0.383101366515752,0.72,0.642,0,"1","SSR2"
"SP100",0,0.360350112211399,0.597,0.519,0,"1","SP100"
"GTF3A1",0,0.473220035672587,0.516,0.439,0,"1","GTF3A"
"PAIP2",0,0.423169984427403,0.533,0.457,0,"1","PAIP2"
"EIF3F1",0,0.274201708266403,0.738,0.662,0,"1","EIF3F"
"UQCR11",0,0.323815967928938,0.748,0.672,0,"1","UQCR11"
"AKAP13",0,0.348989008518237,0.662,0.587,0,"1","AKAP13"
"ELF11",0,0.395343047239996,0.631,0.556,0,"1","ELF1"
"RABAC1",0,0.357721852047903,0.582,0.507,0,"1","RABAC1"
"SRSF2",0,0.460911884577122,0.636,0.563,0,"1","SRSF2"
"HNRNPF1",0,0.444646006195067,0.583,0.51,0,"1","HNRNPF"
"DBI",0,0.262736190753575,0.582,0.51,0,"1","DBI"
"NDUFB10",0,0.472050073433701,0.508,0.437,0,"1","NDUFB10"
"CHCHD2",0,0.253138418825255,0.823,0.753,0,"1","CHCHD2"
"TAPBP",0,0.409319665045452,0.559,0.49,0,"1","TAPBP"
"COX8A",0,0.308847428766657,0.665,0.596,0,"1","COX8A"
"EIF3G1",0,0.356042092016363,0.674,0.605,0,"1","EIF3G"
"NDUFA13",0,0.286526393617462,0.649,0.58,0,"1","NDUFA13"
"PSMA7",0,0.310099366134049,0.678,0.609,0,"1","PSMA7"
"MT-ND6",0,0.261899827094105,0.536,0.467,0,"1","MT-ND6"
"BZW1",0,0.405556272700585,0.542,0.474,0,"1","BZW1"
"MZT2B1",0,0.287621254166067,0.713,0.645,0,"1","MZT2B"
"ATP5MG1",0,0.277158104264614,0.854,0.787,0,"1","ATP5MG"
"ATP5F1B",0,0.322921603832147,0.637,0.571,0,"1","ATP5F1B"
"SRRM11",0,0.405257127950911,0.623,0.557,0,"1","SRRM1"
"ANKRD121",0,0.26348679525093,0.646,0.581,0,"1","ANKRD12"
"CALR",0,0.29483195913218,0.666,0.601,0,"1","CALR"
"EIF3K1",0,0.260861867092966,0.786,0.721,0,"1","EIF3K"
"SON",0,0.282986610857771,0.795,0.73,0,"1","SON"
"ATP5IF1",0,0.349499661739178,0.593,0.528,0,"1","ATP5IF1"
"EEF1D1",0,0.283456780416082,0.943,0.878,0,"1","EEF1D"
"HNRNPDL1",0,0.288828272911367,0.771,0.708,0,"1","HNRNPDL"
"NDUFB81",0,0.409597667640376,0.555,0.492,0,"1","NDUFB8"
"APRT1",0,0.323640030228055,0.638,0.575,0,"1","APRT"
"UBL5",0,0.26295867236027,0.727,0.664,0,"1","UBL5"
"COPE",0,0.394964989222869,0.529,0.467,0,"1","COPE"
"UBE2D21",0,0.29848235374273,0.614,0.552,0,"1","UBE2D2"
"HLA-C",0,0.868078548114918,0.989,0.927,0,"1","HLA-C"
"PPIA",0,0.324121915662372,0.911,0.85,0,"1","PPIA"
"SNRPB",0,0.36257360448259,0.543,0.482,0,"1","SNRPB"
"CDC42",0,0.274539658958516,0.683,0.623,0,"1","CDC42"
"ARF1",0,0.276504193800822,0.648,0.588,0,"1","ARF1"
"SF3B5",0,0.431829639362416,0.502,0.443,0,"1","SF3B5"
"SRSF9",0,0.394540738177001,0.513,0.454,0,"1","SRSF9"
"SF3B11",0,0.350635931138032,0.619,0.56,0,"1","SF3B1"
"BPTF",0,0.390474868857134,0.504,0.446,0,"1","BPTF"
"RBM31",0,0.331682201950949,0.685,0.628,0,"1","RBM3"
"HLA-A",0,0.831681499086157,0.988,0.931,0,"1","HLA-A"
"RBM39",0,0.283783981605961,0.755,0.7,0,"1","RBM39"
"KMT2E",0,0.317945824348658,0.589,0.534,0,"1","KMT2E"
"HP1BP3",0,0.38327520161033,0.534,0.48,0,"1","HP1BP3"
"SPCS11",0,0.298779302183059,0.601,0.547,0,"1","SPCS1"
"NDUFB91",0,0.335339263854446,0.52,0.469,0,"1","NDUFB9"
"XRCC51",0,0.33598204833083,0.547,0.499,0,"1","XRCC5"
"HLA-B",0,0.8682000746908,0.996,0.949,0,"1","HLA-B"
"ACTG1",0,0.274909375822694,0.924,0.886,0,"1","ACTG1"
"ACTB",0,0.513584905702182,0.98,0.96,0,"1","ACTB"
"TMSB4X",0,0.4994173175035,0.996,0.98,0,"1","TMSB4X"
"B2M1",0,0.759586184962368,1,0.99,0,"1","B2M"
"ARID4B1",3.06320700421573e-322,0.351014283632183,0.524,0.469,1.00323092595069e-317,"1","ARID4B"
"XRCC6",3.26083326255223e-322,0.352870223482129,0.511,0.46,1.06795550181848e-317,"1","XRCC6"
"ATP5MC3",4.74574756112809e-318,0.275347219180021,0.581,0.528,1.55427978374506e-313,"1","ATP5MC3"
"BRK1",7.27402201340879e-304,0.292456442198261,0.556,0.51,2.38231494961151e-299,"1","BRK1"
"KRT101",4.58353119037296e-302,0.32272530126144,0.507,0.453,1.50115230015905e-297,"1","KRT10"
"CDC37",1.01228185649485e-296,0.296995925867605,0.534,0.484,3.31532430820628e-292,"1","CDC37"
"JTB",6.13550580496139e-296,0.31364021641421,0.543,0.502,2.0094395061829e-291,"1","JTB"
"UBXN11",2.61656349132923e-289,0.25361863914404,0.597,0.552,8.56950709045237e-285,"1","UBXN1"
"RBM8A",2.79468512129765e-289,0.297889926041242,0.565,0.517,9.15287324076192e-285,"1","RBM8A"
"PARK7",2.85488103797998e-278,0.265421825729347,0.577,0.531,9.35002088748823e-274,"1","PARK7"
"TCF25",1.61735079190325e-273,0.305265480086752,0.551,0.514,5.29698557856232e-269,"1","TCF25"
"KHDRBS11",1.12504107973335e-270,0.320283312994251,0.526,0.483,3.68462204023471e-266,"1","KHDRBS1"
"GNB2",3.70456662693345e-265,0.290629630850733,0.519,0.471,1.21328261598697e-260,"1","GNB2"
"NEDD8",3.36537602816892e-263,0.278828328446375,0.533,0.49,1.1021943029856e-258,"1","NEDD8"
"ACTR3",6.91175953388083e-259,0.29351613587766,0.554,0.517,2.26367036494131e-254,"1","ACTR3"
"BRD2",2.54825485778391e-244,0.360941993557008,0.517,0.471,8.34578948472807e-240,"1","BRD2"
"C11orf581",1.09500906021855e-224,0.253911930140011,0.576,0.545,3.58626417312178e-220,"1","C11orf58"
"WDR83OS",1.33974335907544e-223,0.253007749296841,0.541,0.502,4.38779347530797e-219,"1","WDR83OS"
"PSMB1",6.51739025736672e-207,0.255451106005457,0.538,0.504,2.13451048319017e-202,"1","PSMB1"
"DEK",4.85934475533983e-181,0.255629097924235,0.513,0.476,1.59148400082135e-176,"1","DEK"
"CD79A",0,6.20015054764021,0.947,0.038,0,"2","CD79A"
"MS4A1",0,5.81238340156136,0.92,0.031,0,"2","MS4A1"
"BANK1",0,6.71990509412109,0.847,0.021,0,"2","BANK1"
"HLA-DQA1",0,3.03135907410149,0.911,0.211,0,"2","HLA-DQA1"
"HLA-DQB1",0,2.86503327651179,0.915,0.233,0,"2","HLA-DQB1"
"LINC00926",0,6.70284187275287,0.695,0.015,0,"2","LINC00926"
"HLA-DRA",0,3.11485716233632,0.982,0.336,0,"2","HLA-DRA"
"CD79B",0,4.67022265215807,0.703,0.072,0,"2","CD79B"
"RALGPS2",0,4.80001083384717,0.699,0.07,0,"2","RALGPS2"
"AFF3",0,5.47846255690461,0.656,0.033,0,"2","AFF3"
"MEF2C",0,3.72612271895228,0.713,0.107,0,"2","MEF2C"
"VPREB3",0,5.91475082752171,0.603,0.01,0,"2","VPREB3"
"HLA-DMA",0,2.70523205638484,0.758,0.19,0,"2","HLA-DMA"
"IGHM",0,3.41811148598573,0.59,0.023,0,"2","IGHM"
"IRF8",0,4.08616826160661,0.633,0.069,0,"2","IRF8"
"HLA-DRB5",0,2.39081421569004,0.82,0.267,0,"2","HLA-DRB5"
"TNFRSF13C",0,5.61498175515762,0.566,0.017,0,"2","TNFRSF13C"
"BLK",0,6.0149196771278,0.554,0.011,0,"2","BLK"
"HLA-DMB",0,3.12580595298726,0.636,0.104,0,"2","HLA-DMB"
"CD19",0,6.30052194027386,0.54,0.009,0,"2","CD19"
"HLA-DRB1",0,2.29306603722184,0.965,0.434,0,"2","HLA-DRB1"
"NCF1",0,2.70108432356639,0.712,0.185,0,"2","NCF1"
"NIBAN3",0,6.69128928066866,0.524,0.007,0,"2","NIBAN3"
"LTB1",0,1.62319685836876,0.879,0.372,0,"2","LTB"
"MARCH1",0,4.24004092359108,0.551,0.046,0,"2","MARCH1"
"ADAM28",0,4.24068708793736,0.559,0.059,0,"2","ADAM28"
"FCER2",0,7.0647218196093,0.506,0.006,0,"2","FCER2"
"HLA-DPA1",0,2.23514422691985,0.958,0.466,0,"2","HLA-DPA1"
"P2RX5",0,4.30286399018308,0.542,0.051,0,"2","P2RX5"
"CD83",0,3.21060869999854,0.629,0.139,0,"2","CD83"
"HLA-DPB1",0,2.56525617193715,0.962,0.472,0,"2","HLA-DPB1"
"SWAP70",0,3.32360497872633,0.577,0.105,0,"2","SWAP70"
"HVCN1",0,4.61586575025955,0.525,0.056,0,"2","HVCN1"
"LYN",0,2.36869948595863,0.61,0.16,0,"2","LYN"
"FCMR1",0,2.09476234861366,0.775,0.326,0,"2","FCMR"
"SNX2",0,2.57154420691739,0.666,0.233,0,"2","SNX2"
"POU2F2",0,2.77594238683679,0.533,0.113,0,"2","POU2F2"
"RCSD1",0,1.92564231046548,0.706,0.345,0,"2","RCSD1"
"SYNGR2",0,2.01100804434755,0.687,0.331,0,"2","SYNGR2"
"CD37",0,2.69054592640176,0.968,0.618,0,"2","CD37"
"CD522",0,1.20968873696383,0.943,0.619,0,"2","CD52"
"PRKCB",0,1.62702755776532,0.61,0.287,0,"2","PRKCB"
"SELL1",0,1.02384615317549,0.584,0.261,0,"2","SELL"
"REL",0,1.33550439152989,0.704,0.39,0,"2","REL"
"SP140",0,1.77366220148845,0.508,0.199,0,"2","SP140"
"SMAP21",0,1.36428556694469,0.851,0.545,0,"2","SMAP2"
"LIMD22",0,1.10233569811215,0.815,0.516,0,"2","LIMD2"
"LAPTM5",0,1.52000816358445,0.944,0.647,0,"2","LAPTM5"
"POLD4",0,1.66247602612137,0.631,0.339,0,"2","POLD4"
"CCR71",0,0.818474293640934,0.5,0.21,0,"2","CCR7"
"ANKRD442",0,1.40472845541016,0.686,0.397,0,"2","ANKRD44"
"SP110",0,1.49351002902573,0.619,0.332,0,"2","SP110"
"TMEM243",0,1.53794381515863,0.579,0.292,0,"2","TMEM243"
"BIRC3",0,1.29241502652418,0.583,0.3,0,"2","BIRC3"
"CD74",0,3.45996769224328,0.992,0.717,0,"2","CD74"
"PTPN6",0,1.57159331525535,0.561,0.287,0,"2","PTPN6"
"EZR",0,1.26037426384692,0.804,0.531,0,"2","EZR"
"RHOH1",0,1.21958596352226,0.617,0.345,0,"2","RHOH"
"PDE7A",0,1.47508998197607,0.545,0.276,0,"2","PDE7A"
"GAS51",0,0.909589061042395,0.772,0.504,0,"2","GAS5"
"SYPL1",0,1.6434167300814,0.513,0.245,0,"2","SYPL1"
"CTSZ",0,1.10030470025657,0.527,0.262,0,"2","CTSZ"
"PTPRCAP2",0,0.700281168670013,0.704,0.441,0,"2","PTPRCAP"
"CXCR41",0,0.829188848278694,0.914,0.654,0,"2","CXCR4"
"PARP1",0,1.47554594237779,0.548,0.294,0,"2","PARP1"
"RNASET21",0,0.928315839941176,0.676,0.429,0,"2","RNASET2"
"SP1001",0,1.24236294711433,0.752,0.506,0,"2","SP100"
"PDE4B",0,1.10316859203908,0.505,0.26,0,"2","PDE4B"
"SNHG7",0,1.41162132653052,0.579,0.334,0,"2","SNHG7"
"CD531",0,0.831205752834071,0.769,0.527,0,"2","CD53"
"EEF1G1",0,1.05048497500694,0.906,0.682,0,"2","EEF1G"
"UCP22",0,0.825297157509644,0.663,0.442,0,"2","UCP2"
"RIPOR21",0,0.83730970452184,0.595,0.375,0,"2","RIPOR2"
"TNFAIP81",0,1.05724833996658,0.564,0.345,0,"2","TNFAIP8"
"CD55",0,0.957088658164079,0.664,0.447,0,"2","CD55"
"SSH2",0,1.17012649781224,0.528,0.315,0,"2","SSH2"
"LSM7",0,1.17101515670006,0.648,0.443,0,"2","LSM7"
"GRB2",0,1.06707020947999,0.583,0.378,0,"2","GRB2"
"SNHG291",0,0.548299899017611,0.745,0.542,0,"2","SNHG29"
"TRIM22",0,1.00926931031943,0.576,0.376,0,"2","TRIM22"
"SNX3",0,1.11511260400439,0.66,0.462,0,"2","SNX3"
"STK17A1",0,0.980795318774106,0.661,0.463,0,"2","STK17A"
"CD692",0,1.04624550552019,0.681,0.484,0,"2","CD69"
"EVI2B",0,0.793048945686535,0.556,0.36,0,"2","EVI2B"
"CD482",0,0.394326727822744,0.738,0.546,0,"2","CD48"
"CHCHD10",0,1.21606458110708,0.543,0.353,0,"2","CHCHD10"
"ISG201",0,0.698128246801915,0.688,0.505,0,"2","ISG20"
"NME2",0,0.546569224013537,0.698,0.515,0,"2","NME2"
"GPSM32",0,0.495983936679041,0.685,0.506,0,"2","GPSM3"
"ATF7IP",0,1.1505507324206,0.511,0.333,0,"2","ATF7IP"
"KLF21",0,0.787597837318795,0.823,0.645,0,"2","KLF2"
"ZFP36L1",0,0.68999743486268,0.789,0.612,0,"2","ZFP36L1"
"MTPN",0,0.956192572018695,0.602,0.425,0,"2","MTPN"
"SNHG61",0,0.522925610777012,0.687,0.514,0,"2","SNHG6"
"SMCHD11",0,0.707947968691812,0.688,0.516,0,"2","SMCHD1"
"TAGAP2",0,0.437566079968133,0.569,0.403,0,"2","TAGAP"
"BOD1L1",0,0.95750243471765,0.553,0.389,0,"2","BOD1L1"
"SMDT11",0,0.843497903838786,0.642,0.478,0,"2","SMDT1"
"ZFAS11",0,0.794238969722036,0.82,0.661,0,"2","ZFAS1"
"RESF11",0,0.474916663657928,0.572,0.419,0,"2","RESF1"
"NOP531",0,0.736653592901408,0.837,0.685,0,"2","NOP53"
"MYCBP2",0,0.856000921097979,0.544,0.393,0,"2","MYCBP2"
"ARHGAP151",0,0.619476821780648,0.502,0.352,0,"2","ARHGAP15"
"HERPUD1",0,1.10319777487182,0.643,0.493,0,"2","HERPUD1"
"TAF1D",0,0.88140170045249,0.579,0.429,0,"2","TAF1D"
"ERP291",0,0.767147357688746,0.711,0.561,0,"2","ERP29"
"RNASEK1",0,0.434536313345536,0.712,0.565,0,"2","RNASEK"
"SEPTIN71",0,0.44482705806787,0.641,0.497,0,"2","SEPTIN7"
"SLC25A61",0,0.745114355204902,0.879,0.737,0,"2","SLC25A6"
"SELENOH",0,0.816970794678933,0.592,0.45,0,"2","SELENOH"
"SEPTIN6",0,0.528577268875397,0.508,0.367,0,"2","SEPTIN6"
"EIF2S31",0,0.792937468325103,0.546,0.407,0,"2","EIF2S3"
"EIF3L1",0,0.668165848486759,0.675,0.536,0,"2","EIF3L"
"CYBA1",0,0.470952132519312,0.943,0.805,0,"2","CYBA"
"ARPC3",0,0.665170235809164,0.882,0.745,0,"2","ARPC3"
"GABARAP",0,0.30932203385065,0.719,0.583,0,"2","GABARAP"
"SNHG81",0,0.671199350189987,0.628,0.494,0,"2","SNHG8"
"PNISR1",0,0.667941380883097,0.683,0.55,0,"2","PNISR"
"SF11",0,0.581746694167374,0.764,0.631,0,"2","SF1"
"TCEA1",0,0.811292396938147,0.585,0.452,0,"2","TCEA1"
"HIST1H4C",0,0.503809243984407,0.647,0.517,0,"2","HIST1H4C"
"FOXP11",0,0.814535034253657,0.617,0.488,0,"2","FOXP1"
"BTG2",0,0.268667782165399,0.609,0.481,0,"2","BTG2"
"STK17B2",0,0.322256583821036,0.668,0.542,0,"2","STK17B"
"MT-ATP82",0,0.824021506068206,0.804,0.678,0,"2","MT-ATP8"
"SEPTIN92",0,0.458217018888521,0.546,0.422,0,"2","SEPTIN9"
"TAF7",0,0.72650375262997,0.525,0.407,0,"2","TAF7"
"SERP11",0,0.598864871459996,0.765,0.647,0,"2","SERP1"
"EIF3F2",0,0.514610611538272,0.778,0.662,0,"2","EIF3F"
"SEC62",0,0.642939223964604,0.653,0.539,0,"2","SEC62"
"UXT1",0,0.527820838244901,0.656,0.543,0,"2","UXT"
"GDI2",0,0.797426674522009,0.537,0.425,0,"2","GDI2"
"EIF3E1",0,0.401182779978533,0.748,0.636,0,"2","EIF3E"
"TOMM6",0,0.574278706256821,0.505,0.394,0,"2","TOMM6"
"SELENOF",0,0.742038649144697,0.541,0.435,0,"2","SELENOF"
"LINC015782",0,0.43203938675316,0.543,0.437,0,"2","LINC01578"
"UBXN12",0,0.54496936746213,0.654,0.548,0,"2","UBXN1"
"NSD3",0,0.675486838858267,0.522,0.417,0,"2","NSD3"
"EEF21",0,0.864273813661862,0.943,0.838,0,"2","EEF2"
"STK42",0,0.273950534871947,0.704,0.599,0,"2","STK4"
"CIRBP1",0,0.479502882648382,0.828,0.724,0,"2","CIRBP"
"HMGN1",0,0.490686296171111,0.665,0.562,0,"2","HMGN1"
"ANAPC161",0,0.543485815786493,0.668,0.566,0,"2","ANAPC16"
"OAZ1",0,0.607997769929421,0.935,0.833,0,"2","OAZ1"
"ATP6V0C",0,0.377362968838916,0.584,0.484,0,"2","ATP6V0C"
"TSC22D32",0,0.275706759760526,0.889,0.789,0,"2","TSC22D3"
"EEF1B21",0,0.923393938110589,0.964,0.865,0,"2","EEF1B2"
"HSP90AB1",0,0.643808408963094,0.898,0.801,0,"2","HSP90AB1"
"HINT11",0,0.318342572839276,0.857,0.761,0,"2","HINT1"
"FNBP11",0,0.4555443910618,0.514,0.419,0,"2","FNBP1"
"PNRC12",0,0.390863488348881,0.897,0.802,0,"2","PNRC1"
"KMT2E1",0,0.500755208081673,0.627,0.532,0,"2","KMT2E"
"ATP6V1G11",0,0.566284982484274,0.722,0.627,0,"2","ATP6V1G1"
"BTG12",0,0.609705042379037,0.977,0.884,0,"2","BTG1"
"UQCRH",0,0.503031693875228,0.715,0.623,0,"2","UQCRH"
"TXNIP2",0,0.445894039679982,0.907,0.816,0,"2","TXNIP"
"MT-ND4L",0,0.761797373859313,0.93,0.839,0,"2","MT-ND4L"
"EIF3D1",0,0.583939233885666,0.532,0.441,0,"2","EIF3D"
"MT-ND61",0,0.425988403114851,0.558,0.468,0,"2","MT-ND6"
"PPP1R15A",0,0.679974003469495,0.57,0.48,0,"2","PPP1R15A"
"PABPC11",0,0.356461373796508,0.943,0.855,0,"2","PABPC1"
"EIF3H1",0,0.410970319414821,0.692,0.604,0,"2","EIF3H"
"NPM11",0,0.380158573615312,0.901,0.815,0,"2","NPM1"
"SRSF10",0,0.542378365378241,0.509,0.423,0,"2","SRSF10"
"YPEL5",0,0.643301577267502,0.509,0.423,0,"2","YPEL5"
